place_id,Restaurant Name,Is Michelin,Google Review Ratings,Reviews,value_tier,value_score,service_tier,service_score,taste_tier,taste_score,value_tier_numeric,service_tier_numeric,taste_tier_numeric
ChIJFQJEK4YZ2jERrEB-quqh42s,168 CMY Satay,True,5,Great hawker centre satays!,good,0.8724,good,0.9792,good,0.9658,4,4,4
ChIJFQJEK4YZ2jERrEB-quqh42s,168 CMY Satay,True,5,Pork satay 80 cents each was chunky and gently charred. Not burnt. Right ratio of meat to fat. Good flavour and tender. The peanut sauce was thick and not too spicy. The rice ketuput also at 80 cents each was firm and fragrant. Great for dipping in the sauce with the cucumbers and onions. Good value and good service.,good,0.6293,good,0.1727,good,0.8928,4,4,4
ChIJP-gkM78Z2jERkC39WJ-_Ysk,545 Whampoa Prawn Noodles,True,3,"soup is great but found a piece of prawn with poo line still intact, kind of unpleasant n diminished the eating experience, hope its a once off thing.",poor,0.5138,poor,0.118,poor,0.9683,2,2,2
ChIJP-gkM78Z2jERkC39WJ-_Ysk,545 Whampoa Prawn Noodles,True,4,One of my fave prawn noodles. Very tasty soup. Small prawns but fresh; with noodles well seasoned with chili.,good,0.3423,excellent,0.0746,good,0.9949,4,5,4
ChIJP-gkM78Z2jERkC39WJ-_Ysk,545 Whampoa Prawn Noodles,True,5,"545 Whampoa Prawn Noodles at Tekka Centre is a well-known hawker stall that has earned recognition in the Michelin Guide Bib Gourmand list, highlighting places that serve quality food at affordable prices. Despite its simple hawker setting, the stall has built a loyal following among locals who crave a comforting and flavourful bowl of prawn noodles.

The star of the dish is the broth. It is simmered for hours using prawn shells and pork bones, producing a rich, aromatic soup with natural sweetness and depth. Each bowl comes generously topped with fresh prawns, lean pork slices, crunchy bean sprouts, and fragrant crispy pork lard that adds texture and flavour. Diners can choose between soup or dry versions, both equally satisfying.

The noodles are cooked just right, maintaining a pleasant springy bite that pairs perfectly with the savoury broth or sauce. A spoonful of their homemade sambal chilli adds a spicy kick that enhances the sweetness of the prawns and the richness of the soup.

Even with its Michelin recognition, the stall remains humble and affordable, staying true to Singapore’s hawker culture. For anyone visiting Tekka Centre, a bowl of prawn noodles here is a hearty, satisfying meal worth queuing for. 🦐🍜",good,0.9346,excellent,0.3118,good,0.8706,4,5,4
ChIJP-gkM78Z2jERkC39WJ-_Ysk,545 Whampoa Prawn Noodles,True,4,"Their prawn noodles is $6 per bowl and there is usually a queue. I wish their portion of noodles and lard can be more as I am still hungry after eating, or should I say I wish it can be cheaper as their rival stall is selling at $4.00? I have tried both stalls and still appreciate the tastiness of the soap, the hardness of the noodles to the unsliced prawns that this stall used.",poor,0.9803,good,0.0858,good,0.8922,2,4,4
ChIJP-gkM78Z2jERkC39WJ-_Ysk,545 Whampoa Prawn Noodles,True,5,"Pork slices are tender.
Soup is sweet.
Prefer to enjoy here, than at hawker street, it’s more flavourful.

Service was very good, i ordered 2 bowls having here, with special order, 3 took away, 1 in plastic bag. Aunt took all instructions well and no complains and is very helpful. As takeaway container is chargeable, bringing home don’t need container, hence 2 requested for containers. Everything was packed accordingly.",good,0.9182,good,0.9685,good,0.9872,4,4,4
ChIJP-gkM78Z2jERkC39WJ-_Ysk,545 Whampoa Prawn Noodles,True,2,"Came across this prawn noodle at Tekka. Looks good and decided to give it a try.
Ordered the dry one and it was a huge disappointment . The sauce in the noodle tasted weird. Taste of fridge if I were to describe. Soup was okay only. Lack sweetness. Two of us cannot finish the noodles.",poor,0.0504,average,0.0083,good,0.9074,2,3,4
ChIJP-gkM78Z2jERkC39WJ-_Ysk,545 Whampoa Prawn Noodles,True,3,"沒有到很蝦
普通好吃",good,0.452,good,0.4844,good,0.6018,4,4,4
ChIJP-gkM78Z2jERkC39WJ-_Ysk,545 Whampoa Prawn Noodles,True,5,"Ordered with extra Pork Slices ($1), as well as extra Fried Shallots & Fried Pork Lard ($0.50).

Heard of this stall for many years and finally I headed down to try it.

Definitely one of the best prawn noodles around. With the extra fried pork lard, every bite was such a joy. Another thing I enjoyed was the soup which had a really nice nostalgic taste.

Every component was done nicely and when mixed altogether, it was so so good. Definitely will be back!",good,0.9848,excellent,0.8762,good,0.9984,4,5,4
ChIJP-gkM78Z2jERkC39WJ-_Ysk,545 Whampoa Prawn Noodles,True,5,"My go to prawn noodles.
Delicious bowl at $5, though price will increase to $5.50 after cny 2026.
Love the rich prawn broth and traditional sauce. Love they serve thick big keay tiao instead of those thin kind.
Love it!",good,0.8385,excellent,0.6219,good,0.9918,4,5,4
ChIJP-gkM78Z2jERkC39WJ-_Ysk,545 Whampoa Prawn Noodles,True,4,"Prawn Beehoon & Mee dry : 8/10

Overall nice mixed Beehoon & Mee with their sambal source.  Prawn soup very savory and I had to order extra bowl for $1.  If you like prawn noddle, I will recommend you guys to try this stall.",good,0.9161,excellent,0.6769,good,0.9789,4,5,4
ChIJP-gkM78Z2jERkC39WJ-_Ysk,545 Whampoa Prawn Noodles,True,5,"This is a stall that is run by father mother n daughter, this is a classic example of food made from the heart. Amazing. Highly recommended.",excellent,0.677,excellent,0.7674,excellent,0.9782,5,5,5
ChIJP-gkM78Z2jERkC39WJ-_Ysk,545 Whampoa Prawn Noodles,True,5,Tried the standard $5 bowl with bee hoon mee. Liked the mix of spiciness from the chilli and sweetness from ketchup. There were 4 slices of sweet prawns plus several pieces of tender pork. Soup was full of prawn flavour and umani.,good,0.9389,good,0.13,good,0.9775,4,4,4
ChIJP-gkM78Z2jERkC39WJ-_Ysk,545 Whampoa Prawn Noodles,True,5,best 虾面in town！the broth is so good and full of umami！,excellent,0.5841,excellent,0.8778,excellent,0.9951,5,5,5
ChIJP-gkM78Z2jERkC39WJ-_Ysk,545 Whampoa Prawn Noodles,True,5,"Almost every Friday I shall come here
Amazing taste super spicy with kway Teow
Overall rating revised to 9/10
Highly recommended

Another visit again : price has gone up to $5
Queue still crazy long
Rating maintained
Kway teow dry is superb with chilli

Finally they are open today after missing them 3 times as they are closed during the holiday season

Taste is good; CDC claimable but portioning has been reduced for the kway teow

Overall rating reduced back to 8.8/10",good,0.5831,good,0.2597,good,0.9243,4,4,4
ChIJP-gkM78Z2jERkC39WJ-_Ysk,545 Whampoa Prawn Noodles,True,5,"Good old school taste, not the prawnish style.",average,0.4172,average,0.0197,good,0.9739,3,3,4
ChIJP-gkM78Z2jERkC39WJ-_Ysk,545 Whampoa Prawn Noodles,True,5,Simply delicious especially the broth,average,0.9373,excellent,0.7919,excellent,0.9976,3,5,5
ChIJP-gkM78Z2jERkC39WJ-_Ysk,545 Whampoa Prawn Noodles,True,4,"Soup was delicious! Noodles was al dente and with lots of beansprouts when I requested for it. Absolutely yummy, will be back soon.",average,0.5926,excellent,0.356,good,0.9978,3,5,4
ChIJP-gkM78Z2jERkC39WJ-_Ysk,545 Whampoa Prawn Noodles,True,5,テッカセンターに用事があって寄ってみたところまだ売り切れず営業していたので寄りました。土日はお休みなので平日のお昼しか来れません。海老スープの出汁がよく取れていて日本人好みの味です。スープ麺、ドライ麺共に5ドル。足りない人は有料で麺やエビを追加できます。,poor,0.3251,good,0.2729,good,0.3182,2,4,4
ChIJP-gkM78Z2jERkC39WJ-_Ysk,545 Whampoa Prawn Noodles,True,5,"Was here for breakfast around 9.30 am on a Friday and there was a queue of 5 patrons in front of us. The stall is helmed by patient and friendly serving staff. Ordered a regular yellow mee soup version and a dry version  mixed beehoon & yellow noodles  with add on pork slices. Both versions contained deshelled prawns and pork slices done al dente, with adequate morsels of pork lard and fried shallots to enhance the entire bowl. The prawn stock contained a great umami flavour with a good combination and blance of savory and natural sweetness from the prawns and other ingredients. Personally preferred the dry version to have a spicier chili paste, but mitigated this minor issue with the addition of bird's eye chili slices that came with our orders. Very good versions of Prawn Mee Soup with options of add-ons priced modestly. The regular long queues at this stall is a testament to their popularity.",good,0.7755,good,0.9945,good,0.9803,4,4,4
ChIJP-gkM78Z2jERkC39WJ-_Ysk,545 Whampoa Prawn Noodles,True,5,"This dish got Michelin 2024… a very delicious prawn mee👍🏻 must try.
The soup is very good and balance.
Very recommended…",good,0.6799,excellent,0.2797,good,0.9984,4,5,4
ChIJP-gkM78Z2jERkC39WJ-_Ysk,545 Whampoa Prawn Noodles,True,5,Best prawn mee I had in Singapore so far,good,0.5799,excellent,0.6421,good,0.9847,4,5,4
ChIJP-gkM78Z2jERkC39WJ-_Ysk,545 Whampoa Prawn Noodles,True,1,"❌❌❌Quite disappointed with this stall. They dared asked for $1 just for one extra bowl of soup. seriously? After tasting it, I can say it’s not even worth $0.10, let alone $1. The soup was average, nothing special at all. For the price, you can easily find much better food elsewhere. Definitely not worth coming back for. No wonder not much Queue.",poor,0.9952,terrible,0.9475,poor,0.9956,2,1,2
ChIJQSRJirMZ2jERdDBG58T_4Lg,91 Fried Kway Teow Mee,True,5,This is one unique char kway teow because of two things - chef doesn’t use lard and he adds green vegetables on the noodles. Still there is always a queue outside the stall. I attribute it to the standard of the frying. No lard doesn’t mean no wok hei. Noodles came smelling yummy and tasted good. At $4.50 and $5.50 it’s a good lunch.,good,0.7844,excellent,0.6418,good,0.9877,4,5,4
ChIJQSRJirMZ2jERdDBG58T_4Lg,91 Fried Kway Teow Mee,True,2,"Attitude was bad as usual.
Ckt was too sweet even though I ordered more chilli.
Too highly rated as Michelin 2025 but food was normal.",poor,0.6725,terrible,0.1655,average,0.5009,2,1,3
ChIJQSRJirMZ2jERdDBG58T_4Lg,91 Fried Kway Teow Mee,True,1,"As a char kway teow lover, this is not even in my top 20, much less michelin award. In chef lingo, 酱油都还没炒开！",poor,0.8502,average,0.1795,good,0.6249,2,3,4
ChIJQSRJirMZ2jERdDBG58T_4Lg,91 Fried Kway Teow Mee,True,2,"i ate/tabao the branch at orchard mrt tunnel mall, really cannot make it. potion small an the veg not suitable. and why no see hum.",poor,0.9386,poor,0.6071,poor,0.9765,2,2,2
ChIJQSRJirMZ2jERdDBG58T_4Lg,91 Fried Kway Teow Mee,True,5,Love the veg that comes with their ckt.,good,0.8231,excellent,0.9147,good,0.9901,4,5,4
ChIJQSRJirMZ2jERdDBG58T_4Lg,91 Fried Kway Teow Mee,True,1,Terrible char kuay teow and auntie 😐,poor,0.8727,terrible,0.911,poor,0.9907,2,1,2
ChIJQSRJirMZ2jERdDBG58T_4Lg,91 Fried Kway Teow Mee,True,1,"Tried the stall at tangs. So undercooked ! Nice
Meh?",poor,0.8612,poor,0.7288,good,0.5567,2,2,4
ChIJQSRJirMZ2jERdDBG58T_4Lg,91 Fried Kway Teow Mee,True,1,"Someone posted worst cqt ever and I fully agree to his comment. I even added veg and they just added few pieces. Really zero wok hei and didn't even bother to fry longer that noodles were still attached to each other. If you want this version of cqt go to Pasir Panjang hawker I believe thats the authentic one.
I had this at Tangs basement",poor,0.806,poor,0.6699,terrible,0.9541,2,2,1
ChIJQSRJirMZ2jERdDBG58T_4Lg,91 Fried Kway Teow Mee,True,5,Had it at tangs plaza. The char kway teow is tasty,good,0.6892,good,0.2728,good,0.9965,4,4,4
ChIJQSRJirMZ2jERdDBG58T_4Lg,91 Fried Kway Teow Mee,True,1,"Just had this at Tangs Food street. Worse CKT ever. I was attracted to the green veg. Other than that nothing else was good. Noodles undercooked, bits of egg, 2 cockles. Took the guy only about 2-3 minutes to fry. Food not hot.",poor,0.8982,terrible,0.7205,poor,0.9948,2,1,2
ChIJQSRJirMZ2jERdDBG58T_4Lg,91 Fried Kway Teow Mee,True,5,"Delicious char kway teow at its outlet in tang’s plaza. Well-balanced flavours with a sizeable amount of nicely-chopped veggies, fresh plump prawn and crunchy anchovies.",good,0.6532,excellent,0.8918,good,0.9975,4,5,4
ChIJQSRJirMZ2jERdDBG58T_4Lg,91 Fried Kway Teow Mee,True,5,Nice,average,0.9401,good,0.9914,good,0.9936,3,4,4
ChIJQSRJirMZ2jERdDBG58T_4Lg,91 Fried Kway Teow Mee,True,5,Great food,average,0.9307,excellent,0.859,excellent,0.9988,3,5,5
ChIJQSRJirMZ2jERdDBG58T_4Lg,91 Fried Kway Teow Mee,True,5,Great eating pls r at Tangs basement. No r food,good,0.5284,average,0.0645,good,0.9401,4,3,4
ChIJQSRJirMZ2jERdDBG58T_4Lg,91 Fried Kway Teow Mee,True,1,"I approached the counter of the branch in Hawker Street in Tangs Basement - I was the only customer, but the man didn’t even bother to look up.

After waiting for 2 minutes with an awkward silence standing right in front of him at the counter being ignored, I said hello to get his attention, he loudly and rudely shushed me… and started sorting some papers at the counter.

Then he finally looked up and when I asked if they had a chicken dish he loudly said no, and then started acting like I didn’t exist.

I really wanted to have the carrot cake but I ain’t going back to order it. Rudeness shouldn’t be rewarded.",poor,0.7408,terrible,0.7793,good,0.5591,2,1,4
ChIJQSRJirMZ2jERdDBG58T_4Lg,91 Fried Kway Teow Mee,True,2,"No pork or lard char kway teow awarded Michelin star. Different from the usual CKT with generous amount of vegetables and a dash of silver fish on top. 2 or 3 fresh juicy cockles. From here on, it’s all downhill. Somehow the vegetables and silver fish combination with sinful CKT just doesn’t work. Nothing to lure me back for a return.",poor,0.6667,poor,0.2629,poor,0.2732,2,2,2
ChIJQSRJirMZ2jERdDBG58T_4Lg,91 Fried Kway Teow Mee,True,2,"06/12/25
Simple plate of char kway tiao. Nothing special or worth mentioning except having generous amount of veggies. Rather small portion for $4.5",good,0.7261,good,0.1689,good,0.8134,4,4,4
ChIJQSRJirMZ2jERdDBG58T_4Lg,91 Fried Kway Teow Mee,True,5,"A healthy indulgence for the sinful char kway teow. No pork no lard but the CKT retains the moisture and lots of greens on top, happy!",average,0.5678,excellent,0.0696,good,0.9979,3,5,4
ChIJQSRJirMZ2jERdDBG58T_4Lg,91 Fried Kway Teow Mee,True,3,"This used to be 1 of my favourite char kway teows because of its unique flavours, a key component of which is the sliver fish which gives it a robust flavour against the clean taste of the vegetables. However sadly, the amount of silver fish given for the large version is truly stingy. Also there is only a single prawn though I would say the silver fish is more integral to tge dish’s flavour than the prawn. Sad to say that this dish is ruined by the penny wise pound foolish mentality of the owners. Honestly, charging more for the base price but adding the right amount of ingredients that does justice to the dish would serve them far better than stinging on key ingredients.",poor,0.7372,poor,0.0975,good,0.7801,2,2,4
ChIJQSRJirMZ2jERdDBG58T_4Lg,91 Fried Kway Teow Mee,True,4,Fried Kway Teow with generous portion of vege.,good,0.6136,excellent,0.7913,good,0.9673,4,5,4
ChIJQSRJirMZ2jERdDBG58T_4Lg,91 Fried Kway Teow Mee,True,3,Healthy looking char kueh teow.  Got attracted by the Michelin 2025 award so decided to give it a try.  Asked for extra spicy and extra dry.  Got neither.  What  I might describe as a really average dish of CKT.  Kudos for the healthier option for vegetables but this is not what I’m seeking for a plate of CKT,average,0.4389,average,0.2339,average,0.8669,3,3,3
ChIJQSRJirMZ2jERdDBG58T_4Lg,91 Fried Kway Teow Mee,True,3,"Interesting plate of CKT, and first time trying. This is like a 'healthier' version of CKT with no pork no lard, no crazy wok hei smell aka less oily. I actually quite like it as the taste is kinda sweet but not crazily sweet with a good balance of savour. Very good that they add quite a lot vegetables. Two size, small at $4.50, big $5.50 and agree with most reviewers, the $5.50 is small too, so I wonder how 'little' the $4.50 is. I ordered the $5.50 one and had one prawn only..so small one no or half a prawn? Cockles probably around 6 to 7 which as enough for the portion. The cockles are small but fresh and cooked more raw-ish.
No major complains and will eat again.",good,0.8073,good,0.3142,good,0.99,4,4,4
ChIJQSRJirMZ2jERdDBG58T_4Lg,91 Fried Kway Teow Mee,True,3,"Food was nicely presented, with lotsa greens on top and a small sprinkling of crispy anchovies. Good tasting but hardly any wok hei. My small serving at $4.50 is hardly good value...",poor,0.9933,good,0.2911,good,0.9978,2,4,4
ChIJQSRJirMZ2jERdDBG58T_4Lg,91 Fried Kway Teow Mee,True,1,"PSA!! Absolutely not worth it to eat here, the portion for their ‘Large’ was like a kids meal portion, and that costed me $5.50. There were 5 pieces of cockles and one singular prawn.

Taste wise nothing special at all, literally plain kway teow and yellow noodle with black sauce. Gimmicky silver fish and Ananas Cafe chilli, absolute rubbish, don’t understand how it survived so many years here. I get that inflation is very painful, but this is absolutely ridiculous, don’t waste your time and money to eat here.",poor,0.9953,terrible,0.7395,poor,0.9895,2,1,2
ChIJQSRJirMZ2jERdDBG58T_4Lg,91 Fried Kway Teow Mee,True,1,"Order big plate $5.50 + $3 cockles.

The uncle gave me 10 cockles I ask the auntie why $3 she say is like that very expensive.

Totally no wok hay like my pic. Taste very bland and very small plate. No wonder totally no queue. I strongly recommend don't eat cos this hawker got so much better choices!",poor,0.6323,terrible,0.0205,poor,0.2902,2,1,2
ChIJQSRJirMZ2jERdDBG58T_4Lg,91 Fried Kway Teow Mee,True,2,Standard drop tremendously. No more wok hey taste and taste very sweet plus too much sweet sauce,average,0.3517,good,0.148,good,0.9298,3,4,4
ChIJQSRJirMZ2jERdDBG58T_4Lg,91 Fried Kway Teow Mee,True,3,Overrated. No wokhei despite uncle frying 1 dish at a time. Definitely not worth the queue. If u are craving CKT then can try since it's like the only stall selling CKT. But I'd rather save my tummy space for other dishes given the wide selections available.,poor,0.9905,poor,0.2393,poor,0.274,2,2,2
ChIJQSRJirMZ2jERdDBG58T_4Lg,91 Fried Kway Teow Mee,True,4,"I find the taste a bit different from when I first had it many years ago. The fresh vegs and silver fish still generous portion and same. When I takeaway, the silverfish is packed separately so that's a bonus. The noodles and Kway teow taste not as strong/tasty as before. Nonetheless, it is not bad. I still like the veg and silverfish uniqueness.",good,0.7652,excellent,0.598,good,0.9871,4,5,4
ChIJacz6ujYZ2jERUPwcjKRR_ws,A Noodle Story,True,5,"Very tasty and creative rendition of the classic Singaporean wanton mee. It's at stall 1-39 inside the Amoy Street food court.
$10.80 for the regular Singapore Style ramen and $12.80 for the signature ramen (with extra toppings).
The shrimp wonton fillings are generous, the prawn potato crisp is delicious and the pork belly are super soft and tender. The wonton side soup is really good, with a surprising chicken herbal flavor. Everything is cooked to perfection and has good taste. Overall a satisfying meal at a very fair price.
Worth a detour if you want to eat something different!",good,0.9742,excellent,0.5971,good,0.9982,4,5,4
ChIJacz6ujYZ2jERUPwcjKRR_ws,A Noodle Story,True,2,The food tastes just ok.  But seems rather overpriced for wanton mee with 2 small prawns.,poor,0.9956,average,0.0124,good,0.9566,2,3,4
ChIJacz6ujYZ2jERUPwcjKRR_ws,A Noodle Story,True,5,Incredible meal,excellent,0.8877,excellent,0.941,excellent,0.9992,5,5,5
ChIJacz6ujYZ2jERUPwcjKRR_ws,A Noodle Story,True,5,An excellent hawker stall! All of the elements in their signature ramen were delicious (especially the prawns and wontons) and the meal was great value considering the quality. Would highly recommend.,good,0.9547,excellent,0.9512,good,0.9987,4,5,4
ChIJacz6ujYZ2jERUPwcjKRR_ws,A Noodle Story,True,5,I noodle sono davvero ottimi e ben conditi! Vale proprio la pena!,good,0.9339,good,0.8489,good,0.972,4,4,4
ChIJacz6ujYZ2jERUPwcjKRR_ws,A Noodle Story,True,4,"Ordered the Signature Singapore-Style Ramen at $12.80.The soup was tasty. Shrimp wanton was big, with fresh prawns & Shrimp roll was crispy and tasty. Pork belly was tender, and the fats made it very satisfying.The only downside was the wanton noodles, which lacked the springy texture.Overall, still a good bowl of ramen. 👍",good,0.9427,good,0.2682,good,0.9958,4,4,4
ChIJacz6ujYZ2jERUPwcjKRR_ws,A Noodle Story,True,4,"ボーナビスタにもあるお店
ラーメンというけれど、麺は焼きそばに近い極細麺で、かなり脂がある
チャーシューとワンタンスープが美味しいと思う
前食べた時は味玉が美味しかった
全体的に無難に美味しい。
ホーカーにしては高いのが難点",good,0.3298,good,0.3663,good,0.3842,4,4,4
ChIJacz6ujYZ2jERUPwcjKRR_ws,A Noodle Story,True,4,"Unique flavour but pricey. Wonder what’s the difference between the two sets as I was told to
order the signature set",poor,0.9866,poor,0.0156,good,0.0945,2,2,4
ChIJacz6ujYZ2jERUPwcjKRR_ws,A Noodle Story,True,5,I can easily say it is the best WATON you can find in Singapore! The noodle itself is dope but the HK-styled watons are just another level shit! Crazily delicious with the price of SGD 12.8 and you can find no other place in SG can match this! It is Michelin level cuisine served in hawker center!,poor,0.9041,excellent,0.082,good,0.997,2,5,4
ChIJacz6ujYZ2jERUPwcjKRR_ws,A Noodle Story,True,4,"Good taste, nothing that special!",average,0.8673,average,0.2691,average,0.9708,3,3,3
ChIJacz6ujYZ2jERUPwcjKRR_ws,A Noodle Story,True,5,"Stop by this place on the first day of 2026. Luckily I didn't need to wait for too long. The Signature Set combination is 👍, and the food taste delicious. 😋",good,0.9409,good,0.912,good,0.9992,4,4,4
ChIJacz6ujYZ2jERUPwcjKRR_ws,A Noodle Story,True,5,Very good. Really love all the sides esp the char siew and potato wrapped shrimp,good,0.8032,excellent,0.8996,excellent,0.9979,4,5,5
ChIJacz6ujYZ2jERUPwcjKRR_ws,A Noodle Story,True,5,"Haven’t been back to Singapore for a meal in a while and this really hit the spot! The noodle are nice and Q, bowl has many different elements to the dish that keeps you wanting for more, tasty soup! Highly recommended!",excellent,0.4889,excellent,0.6275,good,0.9987,5,5,4
